percentile,empty_t1,empty_t4,empty_t8,read_t1,read_t4,read_t8
7.8,4356,11155,25158,7962,24262,53802
7.8,4357,11157,25164,7963,24263,53803
7.8,4357,11157,25166,7963,24265,53804
7.8,4357,11158,25168,7963,24265,53805
7.8,4357,11158,25179,7964,24266,53805
7.9,4359,11162,25193,7966,24266,53806
7.9,4360,11164,25193,7967,24266,53809
7.9,4360,11165,25195,7967,24268,53810
7.9,4360,11165,25225,7967,24271,53811
7.9,4360,11167,25225,7968,24271,53812
7.9,4361,11169,25226,7969,24274,53813
7.9,4361,11170,25227,7969,24277,53813
8.0,4361,11170,25235,7969,24279,53814
8.0,4361,11170,25236,7970,24281,53816
8.0,4361,11174,25259,7970,24284,53817
8.0,4362,11174,25260,7970,24284,53819
8.0,4362,11177,25265,7971,24286,53820
8.0,4362,11179,25274,7972,24286,53820
8.0,4362,11179,25286,7972,24286,53821
8.0,4362,11183,25305,7973,24288,53821
8.1,4362,11184,25309,7973,24288,53821
8.1,4362,11185,25312,7974,24289,53823
8.1,4363,11186,25313,7975,24290,53826
8.1,4363,11189,25318,7975,24290,53827
8.1,4363,11191,25320,7975,24292,53828
8.1,4364,11191,25321,7975,24296,53830
8.1,4364,11191,25330,7976,24297,53831
8.1,4364,11193,25341,7976,24298,53833
8.2,4364,11196,25341,7977,24298,53834
8.2,4365,11197,25342,7977,24298,53835
8.2,4365,11199,25344,7977,24299,53836
8.2,4365,11202,25344,7977,24300,53837
8.2,4366,11206,25347,7979,24300,53839
8.2,4366,11209,25350,7979,24303,53841
8.2,4366,11212,25353,7980,24304,53841
8.2,4367,11213,25360,7981,24308,53842
8.2,4368,11214,25382,7982,24309,53843
8.3,4368,11215,25383,7982,24312,53844
8.3,4368,11215,25385,7983,24313,53845
8.3,4368,11217,25413,7983,24313,53847
8.3,4368,11218,25420,7983,24314,53847
8.3,4369,11219,25424,7984,24317,53848
8.3,4371,11220,25429,7984,24319,53848
8.3,4371,11220,25431,7984,24319,53852
8.3,4371,11222,25433,7985,24320,53853
8.4,4371,11222,25434,7986,24320,53853
8.4,4371,11229,25457,7987,24321,53855
8.4,4371,11231,25465,7987,24323,53856
8.4,4371,11232,25466,7987,24323,53857
8.4,4371,11235,25480,7987,24323,53858
8.4,4372,11239,25481,7988,24327,53858
8.4,4372,11239,25489,7989,24327,53858
8.4,4373,11243,25496,7992,24328,53859
8.5,4373,11244,25497,7992,24328,53859
8.5,4373,11245,25499,7992,24329,53865
8.5,4374,11245,25508,7994,24330,53866
8.5,4374,11246,25521,7995,24331,53866
8.5,4374,11251,25526,7996,24332,53868
8.5,4374,11252,25527,7996,24333,53875
8.5,4375,11254,25544,7997,24334,53876
8.6,4375,11254,25550,7998,24337,53876
8.6,4375,11260,25550,7999,24337,53878
8.6,4376,11261,25550,7999,24338,53879
8.6,4377,11262,25553,7999,24338,53880
8.6,4377,11262,25553,8000,24339,53881
8.6,4377,11265,25558,8000,24341,53881
8.6,4377,11269,25588,8001,24342,53882
8.6,4378,11269,25606,8003,24342,53883
8.7,4378,11269,25621,8008,24343,53885
8.7,4378,11270,25630,8009,24343,53887
8.7,4379,11271,25642,8012,24343,53888
8.7,4379,11271,25646,8013,24344,53891
8.7,4380,11272,25649,8014,24344,53893
8.7,4380,11272,25652,8015,24345,53896
8.7,4380,11272,25655,8015,24347,53896
8.7,4381,11279,25680,8017,24347,53900
8.8,4381,11279,25690,8017,24348,53901
8.8,4381,11282,25698,8018,24348,53902
8.8,4382,11283,25710,8020,24349,53905
8.8,4382,11293,25717,8021,24352,53910
8.8,4383,11294,25727,8021,24354,53911
8.8,4383,11297,25744,8022,24355,53915
8.8,4384,11297,25749,8023,24355,53918
8.8,4384,11301,25757,8026,24357,53919
8.8,4384,11301,25761,8029,24357,53919
8.9,4384,11301,25767,8031,24361,53921
8.9,4385,11303,25790,8032,24361,53924
8.9,4386,11303,25792,8032,24362,53925
8.9,4386,11303,25796,8034,24364,53927
8.9,4388,11305,25803,8036,24364,53930
8.9,4388,11307,25812,8037,24369,53930
8.9,4389,11308,25821,8039,24369,53932
8.9,4389,11311,25835,8042,24371,53937
9.0,4389,11314,25845,8043,24371,53938
9.0,4390,11316,25848,8044,24372,53942
9.0,4391,11319,25852,8044,24373,53943
9.0,4392,11319,25860,8045,24374,53944
9.0,4393,11321,25860,8046,24374,53944
9.0,4395,11321,25867,8047,24376,53944
9.0,4395,11322,25872,8048,24377,53949
9.1,4396,11323,25878,8049,24378,53951
9.1,4396,11326,25879,8051,24379,53951
9.1,4397,11327,25880,8055,24380,53952
9.1,4398,11327,25897,8060,24381,53954
9.1,4398,11329,25900,8061,24382,53955
9.1,4399,11329,25903,8064,24383,53958
9.1,4400,11330,25909,8064,24385,53960
9.1,4400,11334,25931,8066,24385,53961
9.2,4400,11334,25935,8070,24386,53962
9.2,4401,11334,25938,8072,24388,53964
9.2,4403,11336,25939,8074,24388,53965
9.2,4403,11340,25939,8075,24389,53966
9.2,4404,11340,25947,8075,24389,53966
9.2,4404,11342,25955,8078,24390,53966
9.2,4405,11343,25960,8080,24391,53967
9.2,4405,11344,25998,8083,24392,53968
9.2,4406,11345,26001,8085,24394,53969
9.3,4408,11345,26003,8086,24395,53970
9.3,4408,11345,26016,8089,24395,53970
9.3,4410,11345,26032,8090,24396,53972
9.3,4411,11347,26032,8094,24401,53974
9.3,4412,11348,26040,8095,24402,53979
9.3,4413,11350,26053,8095,24403,53980
9.3,4413,11355,26056,8096,24404,53981
9.3,4413,11355,26059,8101,24404,53981
9.4,4413,11355,26071,8103,24404,53982
9.4,4415,11356,26071,8103,24405,53985
9.4,4415,11357,26076,8103,24406,53987
9.4,4416,11363,26078,8103,24406,53987
9.4,4418,11365,26082,8106,24408,53987
9.4,4418,11370,26085,8110,24410,53988
9.4,4418,11372,26102,8111,24411,53988
9.4,4419,11373,26104,8111,24412,53989
9.5,4419,11374,26112,8114,24414,53990
9.5,4423,11378,26114,8116,24415,53991
9.5,4423,11378,26115,8121,24415,53992
9.5,4424,11379,26127,8122,24417,54000
9.5,4424,11383,26129,8123,24417,54002
9.5,4424,11384,26135,8124,24418,54003
9.5,4424,11386,26140,8124,24418,54003
9.6,4425,11389,26140,8125,24421,54004
9.6,4425,11395,26157,8126,24421,54004
9.6,4425,11396,26167,8128,24421,54005
9.6,4426,11401,26167,8128,24421,54006
9.6,4428,11403,26168,8129,24422,54008
9.6,4428,11404,26176,8130,24422,54008
9.6,4428,11406,26181,8131,24422,54012
9.6,4430,11408,26181,8134,24423,54013
9.7,4431,11408,26190,8136,24423,54013
9.7,4432,11409,26191,8136,24424,54017
9.7,4433,11410,26194,8140,24425,54017
9.7,4434,11411,26203,8142,24425,54019
9.7,4434,11416,26208,8142,24426,54019
9.7,4434,11417,26212,8142,24428,54020
9.7,4435,11422,26223,8143,24428,54021
9.7,4436,11422,26230,8143,24428,54021
9.8,4439,11423,26232,8143,24429,54021
9.8,4439,11425,26242,8144,24430,54022
9.8,4440,11426,26243,8145,24430,54023
9.8,4440,11428,26244,8145,24432,54024
9.8,4441,11429,26246,8146,24434,54025
9.8,4441,11430,26255,8147,24434,54026
9.8,4441,11432,26266,8147,24436,54026
9.8,4442,11434,26276,8148,24436,54026
9.8,4442,11435,26282,8148,24437,54026
9.9,4442,11437,26301,8149,24440,54027
9.9,4444,11440,26312,8150,24440,54027
9.9,4445,11441,26318,8152,24441,54031
9.9,4446,11443,26323,8152,24441,54032
9.9,4446,11444,26327,8154,24444,54033
9.9,4446,11444,26332,8155,24445,54033
9.9,4446,11444,26345,8155,24446,54036
9.9,4447,11444,26346,8156,24446,54037
10.0,4449,11445,26348,8158,24447,54039
10.0,4449,11447,26355,8161,24448,54039
10.0,4449,11447,26363,8163,24448,54040
10.0,4449,11448,26363,8163,24449,54040
10.0,4450,11449,26365,8164,24450,54041
10.0,4450,11452,26365,8164,24451,54043
10.0,4451,11454,26382,8165,24451,54043
10.1,4451,11456,26385,8167,24452,54047
10.1,4452,11456,26389,8168,24452,54047
10.1,4453,11458,26394,8169,24452,54048
10.1,4453,11459,26404,8170,24452,54050
10.1,4454,11460,26406,8171,24452,54052
10.1,4456,11462,26409,8171,24453,54053
10.1,4456,11467,26418,8171,24453,54053
10.1,4457,11468,26425,8172,24454,54059
10.2,4457,11468,26432,8172,24454,54059
10.2,4458,11469,26437,8177,24455,54061
10.2,4458,11470,26440,8177,24455,54061
10.2,4459,11471,26448,8178,24456,54063
10.2,4460,11472,26470,8179,24457,54064
10.2,4460,11472,26473,8179,24457,54065
10.2,4461,11475,26477,8179,24457,54066
10.2,4461,11480,26486,8179,24457,54067
10.2,4461,11481,26489,8180,24457,54068
10.3,4464,11481,26498,8180,24458,54069
10.3,4464,11488,26512,8180,24460,54070
10.3,4466,11491,26521,8182,24461,54071
10.3,4467,11492,26522,8182,24462,54071
10.3,4467,11493,26522,8182,24462,54071
10.3,4467,11495,26523,8183,24464,54072
10.3,4468,11495,26525,8183,24464,54073
10.3,4468,11495,26527,8184,24464,54073
10.4,4470,11495,26528,8184,24465,54075
10.4,4470,11499,26532,8185,24466,54077
10.4,4470,11499,26534,8185,24467,54079
10.4,4472,11499,26536,8188,24467,54080
10.4,4472,11501,26537,8188,24468,54084
10.4,4472,11502,26549,8189,24469,54086
10.4,4475,11503,26555,8190,24470,54086
10.4,4475,11504,26568,8192,24471,54087
10.5,4475,11505,26568,8193,24471,54087
10.5,4476,11506,26571,8194,24473,54088
10.5,4476,11506,26585,8195,24475,54089
10.5,4478,11507,26606,8198,24475,54090
10.5,4479,11509,26612,8198,24476,54093
10.5,4481,11510,26613,8200,24476,54093
10.5,4481,11515,26632,8201,24476,54094
10.6,4482,11515,26633,8202,24477,54096
10.6,4482,11525,26634,8203,24477,54098
10.6,4484,11526,26634,8203,24478,54099
10.6,4484,11529,26639,8204,24479,54100
10.6,4487,11529,26657,8205,24479,54100
10.6,4487,11531,26671,8205,24479,54100
10.6,4489,11537,26678,8206,24480,54100
10.6,4490,11537,26686,8207,24480,54102
10.7,4490,11540,26698,8207,24481,54102
10.7,4490,11540,26704,8207,24482,54103
10.7,4491,11541,26714,8207,24483,54104
10.7,4491,11541,26718,8208,24486,54106
10.7,4492,11542,26737,8208,24486,54108
10.7,4493,11550,26741,8208,24486,54109
10.7,4493,11551,26745,8209,24490,54110
10.7,4494,11553,26745,8209,24491,54110
10.8,4494,11554,26752,8212,24492,54116
10.8,4495,11554,26754,8214,24492,54117
10.8,4496,11555,26756,8215,24493,54118
10.8,4496,11556,26760,8215,24494,54119
10.8,4497,11558,26760,8217,24494,54121
10.8,4499,11559,26767,8218,24494,54124
10.8,4500,11559,26770,8219,24495,54124
10.8,4500,11560,26773,8220,24496,54125
10.8,4501,11560,26777,8225,24497,54125
10.9,4502,11561,26781,8227,24497,54127
10.9,4503,11561,26784,8231,24498,54127
10.9,4503,11562,26785,8235,24498,54128
10.9,4504,11568,26786,8235,24499,54128
10.9,4504,11571,26786,8235,24500,54129
10.9,4504,11574,26795,8235,24502,54131
10.9,4508,11574,26800,8236,24502,54133
10.9,4508,11574,26803,8236,24503,54134
11.0,4508,11575,26805,8239,24503,54134
11.0,4508,11581,26810,8241,24505,54135
11.0,4508,11584,26816,8243,24505,54135
11.0,4508,11586,26817,8243,24506,54136
11.0,4509,11588,26821,8243,24508,54137
11.0,4510,11589,26827,8243,24509,54138
11.0,4510,11593,26838,8245,24509,54140
11.1,4510,11593,26850,8250,24509,54141
11.1,4512,11596,26883,8251,24510,54143
11.1,4514,11597,26886,8254,24512,54147
11.1,4514,11598,26890,8255,24512,54149
11.1,4517,11598,26972,8257,24516,54151
11.1,4517,11600,26979,8257,24517,54152
11.1,4517,11600,26980,8258,24517,54153
11.1,4519,11601,26983,8260,24519,54154
11.2,4520,11601,27017,8262,24519,54155
11.2,4521,11601,27041,8263,24519,54157
11.2,4522,11610,27042,8264,24519,54158
11.2,4522,11611,27044,8264,24521,54159
11.2,4523,11612,27046,8269,24521,54161
11.2,4524,11612,27057,8269,24522,54162
11.2,4526,11614,27063,8270,24525,54163
11.2,4528,11615,27069,8278,24527,54166
11.2,4528,11616,27069,8280,24531,54166
11.3,4529,11617,27073,8282,24532,54166
11.3,4530,11619,27083,8283,24532,54167
11.3,4532,11620,27084,8285,24533,54168
11.3,4532,11621,27088,8285,24533,54169
11.3,4533,11627,27092,8288,24536,54170
11.3,4536,11629,27093,8292,24537,54171
11.3,4536,11630,27118,8294,24537,54174
11.3,4540,11632,27119,8298,24538,54175
11.4,4540,11635,27122,8299,24538,54179
11.4,4541,11636,27130,8299,24540,54182
11.4,4541,11640,27134,8304,24540,54183
11.4,4542,11643,27135,8305,24541,54184
11.4,4543,11643,27139,8306,24542,54185
11.4,4543,11647,27141,8308,24543,54185
11.4,4544,11647,27150,8311,24543,54186
11.4,4545,11649,27157,8314,24544,54187
11.5,4546,11650,27160,8314,24545,54187
11.5,4546,11651,27160,8319,24545,54189
11.5,4548,11651,27163,8319,24547,54190
11.5,4549,11651,27165,8335,24548,54190
11.5,4550,11655,27170,8337,24548,54196
11.5,4551,11656,27175,8339,24549,54196
11.5,4553,11656,27182,8339,24550,54196
11.6,4553,11658,27183,8349,24551,54197
11.6,4554,11658,27201,8350,24552,54198
11.6,4555,11662,27204,8357,24552,54200
11.6,4556,11668,27208,8360,24552,54203
11.6,4560,11668,27243,8364,24552,54203
11.6,4560,11668,27244,8371,24555,54205
11.6,4561,11669,27254,8373,24556,54205
11.6,4562,11677,27255,8392,24558,54206
11.7,4563,11678,27262,8395,24558,54206
11.7,4566,11679,27281,8398,24559,54207
11.7,4566,11680,27292,8403,24559,54207
11.7,4567,11682,27295,8412,24560,54208
11.7,4570,11686,27295,8416,24560,54209
11.7,4570,11691,27306,8421,24561,54210
11.7,4577,11693,27308,8421,24561,54210
11.7,4579,11695,27316,8424,24562,54212
11.8,4582,11696,27324,8427,24563,54212
11.8,4583,11696,27329,8447,24565,54213
11.8,4584,11697,27339,8450,24565,54213
11.8,4585,11698,27339,8462,24565,54216
11.8,4586,11698,27340,8464,24566,54218
11.8,4593,11700,27344,8475,24568,54218
11.8,4594,11700,27351,8476,24569,54219
11.8,4599,11701,27351,8497,24571,54219
11.8,4599,11702,27357,8552,24572,54220
11.9,4603,11702,27357,8554,24572,54220
11.9,4603,11704,27358,8563,24572,54228
11.9,4611,11705,27368,8587,24574,54230
11.9,4611,11706,27380,8593,24574,54232
11.9,4615,11710,27384,8599,24575,54235
11.9,4616,11710,27389,8609,24576,54236
11.9,4616,11711,27400,8657,24576,54238
11.9,4622,11712,27409,8702,24577,54238
12.0,4667,11714,27430,8732,24578,54242
12.0,4668,11714,27432,8783,24579,54242
12.0,4704,11719,27433,8887,24580,54243
12.0,4707,11721,27433,8940,24580,54244
12.0,4713,11722,27440,8952,24580,54246
12.0,4748,11725,27455,8962,24582,54247
12.0,4749,11726,27464,8969,24582,54250
12.1,4770,11728,27471,9138,24583,54252
12.1,4791,11729,27472,9158,24584,54256
12.1,4794,11729,27479,9194,24586,54256
12.1,5014,11730,27479,9212,24586,54258
12.1,5347,11731,27487,9230,24588,54263
12.1,5399,11731,27488,9613,24590,54264
12.1,6538,11732,27490,9687,24590,54265
12.1,6877,11733,27491,10032,24591,54267
12.2,6900,11733,27492,10170,24593,54268
12.2,6903,11734,27506,10323,24593,54268
12.2,6990,11735,27510,10324,24594,54269
12.2,7010,11736,27512,10447,24594,54270
12.2,7064,11737,27525,10469,24594,54270
12.2,7227,11737,27535,10481,24594,54271
12.2,7238,11738,27537,10896,24597,54273
12.2,7346,11740,27552,11215,24597,54274
12.2,7414,11742,27552,12137,24598,54274
12.3,7782,11743,27566,12214,24599,54275
12.3,7819,11743,27572,12944,24599,54276
12.3,7911,11743,27576,13075,24599,54276
12.3,8061,11744,27581,13313,24600,54278
12.3,8156,11745,27582,13434,24602,54282
12.3,8169,11749,27586,13840,24602,54284
12.3,8211,11749,27591,13993,24603,54286
12.3,9285,11750,27614,14025,24605,54289
12.4,9665,11752,27630,14200,24605,54290
12.4,10112,11752,27632,14343,24607,54291
12.4,10412,11752,27637,14347,24607,54293
12.4,10439,11753,27641,14471,24608,54294
12.4,11101,11754,27652,14914,24609,54295
12.4,11213,11760,27660,15404,24610,54299
12.4,12138,11760,27667,16218,24610,54299
12.4,12329,11762,27681,16292,24611,54302
12.5,12408,11765,27689,18906,24611,54303
12.5,12808,11767,27694,19973,24611,54303
12.5,13136,11767,27699,24340,24612,54305
12.5,,11772,27712,,24613,54305
12.5,,11772,27715,,24613,54306
12.5,,11773,27719,,24615,54307
12.5,,11773,27735,,24615,54309
12.6,,11775,27736,,24616,54311
12.6,,11775,27737,,24617,54316
12.6,,11777,27750,,24618,54316
12.6,,11786,27754,,24619,54317
12.6,,11790,27755,,24623,54320
12.6,,11791,27762,,24624,54325
12.6,,11794,27768,,24626,54325
12.6,,11794,27777,,24630,54327
12.7,,11794,27781,,24631,54327
12.7,,11795,27785,,24632,54328
12.7,,11798,27787,,24632,54328
12.7,,11799,27791,,24633,54331
12.7,,11799,27799,,24633,54332
12.7,,11803,27812,,24633,54332
12.7,,11803,27816,,24635,54335
12.7,,11804,27817,,24635,54335
12.8,,11804,27819,,24636,54337
12.8,,11806,27819,,24637,54338
12.8,,11806,27834,,24637,54338
12.8,,11810,27843,,24638,54339
12.8,,11813,27844,,24639,54339
12.8,,11817,27846,,24639,54340
12.8,,11817,27861,,24642,54340
12.8,,11818,27864,,24642,54343
12.8,,11819,27867,,24643,54343
12.9,,11821,27868,,24644,54343
12.9,,11821,27869,,24645,54344
12.9,,11822,27870,,24647,54345
12.9,,11823,27876,,24647,54345
12.9,,11823,27887,,24649,54348
12.9,,11826,27891,,24649,54349
12.9,,11826,27908,,24649,54349
12.9,,11828,27912,,24650,54351
13.0,,11829,27929,,24651,54352
13.0,,11831,27931,,24653,54353
13.0,,11834,27931,,24656,54354
13.0,,11834,27936,,24656,54355
13.0,,11838,27939,,24658,54356
13.0,,11839,27944,,24658,54360
13.0,,11842,27945,,24658,54361
13.1,,11843,27964,,24659,54364
13.1,,11843,27966,,24660,54366
13.1,,11843,27967,,24660,54366
13.1,,11844,27968,,24660,54367
13.1,,11847,27973,,24660,54367
13.1,,11847,27990,,24660,54368
13.1,,11852,27991,,24662,54368
13.1,,11852,27996,,24664,54369
13.2,,11853,27997,,24664,54370
13.2,,11853,28007,,24665,54371
13.2,,11854,28008,,24666,54372
13.2,,11855,28010,,24667,54373
13.2,,11857,28018,,24667,54374
13.2,,11858,28020,,24668,54374
13.2,,11866,28023,,24668,54375
13.2,,11868,28030,,24668,54376
13.2,,11869,28035,,24669,54376
13.3,,11870,28041,,24671,54376
13.3,,11870,28057,,24672,54376
13.3,,11874,28071,,24673,54381
13.3,,11874,28077,,24673,54381
13.3,,11874,28079,,24673,54384
13.3,,11878,28080,,24673,54384
13.3,,11878,28088,,24674,54385
13.3,,11879,28090,,24675,54385
13.4,,11881,28100,,24675,54386
13.4,,11882,28105,,24675,54387
13.4,,11886,28112,,24675,54389
13.4,,11888,28112,,24675,54389
13.4,,11889,28113,,24677,54391
13.4,,11891,28127,,24677,54392
13.4,,11893,28131,,24677,54393
13.4,,11896,28139,,24680,54393
13.5,,11899,28140,,24680,54396
13.5,,11900,28142,,24680,54396
13.5,,11900,28147,,24681,54397
13.5,,11901,28154,,24681,54397
13.5,,11903,28154,,24682,54397
13.5,,11903,28159,,24683,54397
13.5,,11906,28162,,24684,54398
13.6,,11908,28166,,24685,54398
13.6,,11910,28167,,24685,54401
13.6,,11913,28171,,24686,54401
13.6,,11916,28171,,24686,54402
13.6,,11918,28171,,24687,54404
13.6,,11919,28171,,24687,54404
13.6,,11919,28175,,24687,54405
13.6,,11922,28182,,24688,54406
13.7,,11923,28182,,24689,54409
13.7,,11923,28182,,24690,54410
13.7,,11927,28183,,24690,54411
13.7,,11933,28184,,24690,54412
13.7,,11933,28186,,24691,54413
13.7,,11934,28197,,24691,54413
13.7,,11934,28199,,24691,54414
13.7,,11935,28200,,24693,54418
13.8,,11937,28200,,24694,54419
13.8,,11938,28200,,24695,54420
13.8,,11938,28208,,24697,54420
13.8,,11941,28208,,24697,54421
13.8,,11942,28213,,24698,54421
13.8,,11943,28213,,24698,54422
13.8,,11946,28214,,24699,54423
13.8,,11946,28215,,24699,54423
13.8,,11947,28220,,24699,54424
13.9,,11949,28222,,24699,54425
13.9,,11951,28231,,24700,54428
13.9,,11951,28233,,24701,54428
13.9,,11952,28236,,24703,54428
13.9,,11952,28241,,24704,54428
13.9,,11954,28249,,24705,54428
13.9,,11954,28269,,24708,54430
13.9,,11955,28299,,24708,54431
14.0,,11958,28303,,24709,54433
14.0,,11960,28306,,24710,54434
14.0,,11964,28325,,24712,54435
14.0,,11967,28339,,24712,54435
14.0,,11968,28339,,24712,54435
14.0,,11968,28351,,24712,54436
14.0,,11969,28354,,24713,54441
14.1,,11970,28354,,24714,54442
14.1,,11972,28364,,24714,54443
14.1,,11974,28365,,24714,54445
14.1,,11976,28367,,24715,54445
14.1,,11977,28374,,24715,54446
14.1,,11979,28375,,24717,54448
14.1,,11980,28392,,24720,54450
14.1,,11980,28397,,24722,54450
14.2,,11981,28402,,24722,54450
14.2,,11982,28406,,24722,54453
14.2,,11983,28407,,24723,54453
14.2,,11988,28408,,24726,54453
14.2,,11990,28408,,24727,54453
14.2,,11991,28409,,24728,54455
14.2,,11996,28411,,24729,54456
14.2,,11997,28417,,24730,54458
14.2,,11999,28434,,24731,54459
14.3,,12000,28442,,24732,54460
14.3,,12000,28450,,24732,54461
14.3,,12001,28458,,24735,54462
14.3,,12001,28459,,24737,54465
14.3,,12002,28461,,24737,54467
14.3,,12003,28465,,24737,54467
14.3,,12007,28467,,24737,54468
14.3,,12011,28470,,24740,54468
14.4,,12013,28471,,24740,54470
14.4,,12013,28492,,24742,54471
14.4,,12014,28502,,24743,54473
14.4,,12014,28503,,24744,54474
14.4,,12015,28504,,24744,54474
14.4,,12015,28513,,24745,54475
14.4,,12017,28515,,24747,54476
14.4,,12018,28520,,24747,54477
14.5,,12018,28522,,24748,54477
14.5,,12018,28524,,24749,54477
14.5,,12019,28526,,24749,54477
14.5,,12019,28532,,24749,54478
14.5,,12021,28536,,24750,54478
14.5,,12022,28549,,24750,54480
14.5,,12022,28557,,24752,54480
14.6,,12024,28563,,24753,54482
14.6,,12024,28567,,24753,54483
14.6,,12025,28569,,24753,54484
14.6,,12025,28586,,24753,54484
14.6,,12027,28590,,24753,54485
14.6,,12028,28591,,24757,54487
14.6,,12030,28594,,24757,54489
14.6,,12032,28596,,24757,54490
14.7,,12032,28603,,24757,54490
14.7,,12032,28605,,24758,54491
14.7,,12033,28614,,24760,54491
14.7,,12033,28619,,24762,54493
14.7,,12035,28627,,24762,54493
14.7,,12035,28640,,24763,54495
14.7,,12036,28657,,24763,54495
14.7,,12036,28663,,24764,54496
14.8,,12037,28670,,24764,54497
14.8,,12040,28681,,24769,54497
14.8,,12040,28685,,24772,54498
14.8,,12047,28690,,24773,54500
14.8,,12047,28692,,24773,54501
14.8,,12048,28695,,24773,54501
14.8,,12050,28710,,24774,54502
14.8,,12051,28711,,24774,54503
14.8,,12051,28716,,24774,54504
14.9,,12057,28729,,24774,54504
14.9,,12059,28734,,24775,54504
14.9,,12065,28735,,24775,54505
14.9,,12065,28737,,24776,54507
14.9,,12066,28740,,24776,54508
14.9,,12070,28745,,24779,54509
14.9,,12070,28758,,24782,54511
14.9,,12071,28759,,24784,54512
15.0,,12072,28764,,24784,54513
15.0,,12072,28765,,24785,54514
15.0,,12074,28765,,24787,54515
15.0,,12075,28766,,24787,54516
15.0,,12079,28774,,24789,54517
15.0,,12080,28777,,24790,54517
15.0,,12080,28785,,24791,54518
15.1,,12085,28786,,24791,54518
15.1,,12088,28786,,24791,54518
15.1,,12088,28796,,24792,54520
15.1,,12092,28807,,24792,54521
15.1,,12093,28811,,24793,54521
15.1,,12094,28817,,24795,54521
15.1,,12094,28821,,24795,54523
15.1,,12098,28823,,24796,54525
15.2,,12098,28825,,24797,54525
15.2,,12099,28827,,24797,54532
15.2,,12100,28830,,24798,54532
15.2,,12101,28832,,24798,54534
15.2,,12102,28838,,24799,54534
15.2,,12106,28842,,24801,54538
15.2,,12108,28851,,24801,54540
15.2,,12109,28853,,24801,54541
15.2,,12109,28857,,24802,54541
15.3,,12110,28857,,24802,54542
15.3,,12111,28864,,24804,54543
15.3,,12113,28871,,24805,54546
15.3,,12115,28880,,24805,54549
15.3,,12116,28882,,24806,54550
15.3,,12117,28882,,24806,54551
