percentile,empty_t1,empty_t4,empty_t8,read_t1,read_t4,read_t8
42.3,,15703,37717,,27551,56734
42.3,,15706,37724,,27552,56734
42.3,,15706,37725,,27552,56738
42.3,,15710,37730,,27552,56739
42.3,,15712,37730,,27555,56740
42.3,,15714,37733,,27557,56740
42.4,,15714,37734,,27557,56742
42.4,,15715,37739,,27559,56743
42.4,,15717,37741,,27559,56743
42.4,,15720,37749,,27562,56744
42.4,,15730,37752,,27563,56746
42.4,,15734,37760,,27570,56746
42.4,,15734,37768,,27580,56747
42.4,,15737,37771,,27580,56747
42.5,,15740,37773,,27582,56748
42.5,,15741,37775,,27586,56749
42.5,,15742,37777,,27589,56749
42.5,,15743,37778,,27598,56750
42.5,,15744,37788,,27601,56751
42.5,,15753,37789,,27604,56751
42.5,,15753,37794,,27605,56752
42.5,,15754,37798,,27605,56754
42.5,,15755,37801,,27608,56757
42.6,,15762,37803,,27608,56757
42.6,,15763,37817,,27609,56758
42.6,,15768,37828,,27609,56758
42.6,,15768,37833,,27609,56759
42.6,,15768,37838,,27613,56760
42.6,,15774,37838,,27613,56762
42.6,,15774,37849,,27614,56762
42.6,,15781,37855,,27616,56763
42.7,,15783,37859,,27618,56763
42.7,,15790,37864,,27621,56765
42.7,,15801,37866,,27626,56765
42.7,,15809,37868,,27629,56767
42.7,,15818,37874,,27631,56768
42.7,,15826,37887,,27632,56768
42.7,,15831,37889,,27641,56768
42.8,,15836,37892,,27642,56769
42.8,,15844,37896,,27645,56769
42.8,,15849,37896,,27647,56771
42.8,,15855,37897,,27648,56771
42.8,,15864,37897,,27655,56771
42.8,,15864,37899,,27662,56773
42.8,,15866,37902,,27664,56777
42.8,,15872,37910,,27665,56778
42.9,,15873,37910,,27668,56778
42.9,,15891,37913,,27677,56779
42.9,,15892,37917,,27679,56779
42.9,,15896,37920,,27681,56781
42.9,,15905,37924,,27683,56782
42.9,,15913,37929,,27685,56783
42.9,,15913,37932,,27687,56785
42.9,,15915,37935,,27691,56786
43.0,,15917,37939,,27693,56786
43.0,,15923,37956,,27693,56786
43.0,,15929,37957,,27695,56787
43.0,,15930,37958,,27697,56787
43.0,,15938,37965,,27699,56789
43.0,,15940,37965,,27707,56789
43.0,,15944,37973,,27711,56790
43.0,,15945,37975,,27711,56790
43.0,,15946,37976,,27713,56791
43.1,,15947,37977,,27715,56791
43.1,,15948,37983,,27715,56795
43.1,,15951,37990,,27719,56795
43.1,,15954,37991,,27719,56797
43.1,,15958,37993,,27721,56797
43.1,,15964,38005,,27722,56798
43.1,,15966,38008,,27723,56798
43.1,,15966,38008,,27724,56799
43.2,,15969,38020,,27730,56800
43.2,,15973,38025,,27730,56801
43.2,,15974,38043,,27733,56802
43.2,,15976,38055,,27743,56803
43.2,,15976,38077,,27749,56803
43.2,,15977,38081,,27749,56805
43.2,,15977,38091,,27751,56805
43.2,,15979,38101,,27753,56805
43.3,,15981,38104,,27757,56806
43.3,,15988,38105,,27766,56808
43.3,,15992,38113,,27767,56810
43.3,,15996,38115,,27767,56810
43.3,,16006,38118,,27769,56810
43.3,,16007,38126,,27769,56810
43.3,,16008,38126,,27775,56812
43.4,,16017,38133,,27787,56812
43.4,,16026,38138,,27790,56812
43.4,,16036,38140,,27790,56813
43.4,,16041,38140,,27797,56814
43.4,,16042,38146,,27800,56815
43.4,,16043,38146,,27803,56815
43.4,,16045,38147,,27807,56817
43.4,,16051,38153,,27809,56819
43.5,,16056,38161,,27813,56819
43.5,,16061,38165,,27820,56821
43.5,,16069,38168,,27824,56822
43.5,,16076,38170,,27831,56822
43.5,,16080,38177,,27832,56825
43.5,,16081,38181,,27856,56825
43.5,,16090,38182,,27857,56826
43.5,,16094,38187,,27862,56827
43.5,,16096,38189,,27863,56828
43.6,,16097,38193,,27865,56829
43.6,,16102,38195,,27867,56830
43.6,,16106,38201,,27876,56831
43.6,,16106,38234,,27877,56831
43.6,,16106,38235,,27883,56834
43.6,,16112,38241,,27887,56837
43.6,,16119,38248,,27887,56839
43.6,,16126,38255,,27896,56841
43.7,,16127,38258,,27900,56842
43.7,,16129,38260,,27901,56842
43.7,,16130,38260,,27908,56843
43.7,,16133,38267,,27911,56843
43.7,,16143,38269,,27911,56844
43.7,,16143,38273,,27912,56846
43.7,,16151,38279,,27928,56848
43.8,,16155,38281,,27933,56848
43.8,,16159,38281,,27937,56849
43.8,,16160,38282,,27942,56851
43.8,,16165,38286,,27946,56851
43.8,,16167,38291,,27947,56853
43.8,,16169,38300,,27948,56853
43.8,,16169,38302,,27955,56853
43.8,,16175,38302,,27957,56855
43.9,,16178,38304,,27961,56856
43.9,,16190,38304,,27969,56856
43.9,,16195,38307,,27972,56858
43.9,,16197,38315,,27976,56859
43.9,,16199,38320,,27977,56860
43.9,,16200,38320,,27980,56860
43.9,,16205,38320,,27981,56860
43.9,,16211,38332,,27986,56861
44.0,,16212,38333,,27987,56865
44.0,,16220,38333,,27990,56866
44.0,,16235,38336,,27994,56866
44.0,,16239,38360,,27998,56866
44.0,,16242,38360,,27998,56866
44.0,,16242,38365,,28012,56866
44.0,,16244,38367,,28020,56868
44.0,,16245,38371,,28022,56868
44.0,,16251,38380,,28022,56868
44.1,,16260,38384,,28023,56869
44.1,,16262,38385,,28039,56869
44.1,,16267,38389,,28043,56872
44.1,,16269,38393,,28061,56872
44.1,,16282,38397,,28067,56874
44.1,,16283,38400,,28067,56874
44.1,,16286,38403,,28070,56875
44.1,,16290,38407,,28070,56875
44.2,,16291,38408,,28090,56876
44.2,,16300,38412,,28092,56877
44.2,,16312,38414,,28095,56877
44.2,,16324,38417,,28098,56879
44.2,,16325,38421,,28105,56879
44.2,,16327,38423,,28112,56880
44.2,,16327,38432,,28119,56881
44.2,,16335,38440,,28123,56882
44.3,,16351,38449,,28127,56882
44.3,,16360,38450,,28128,56883
44.3,,16365,38454,,28130,56883
44.3,,16370,38455,,28135,56883
44.3,,16370,38458,,28142,56884
44.3,,16377,38459,,28142,56886
44.3,,16378,38461,,28163,56886
44.4,,16380,38463,,28164,56886
44.4,,16382,38470,,28166,56887
44.4,,16383,38470,,28168,56889
44.4,,16393,38474,,28172,56890
44.4,,16395,38478,,28173,56891
44.4,,16396,38478,,28180,56891
44.4,,16398,38480,,28181,56893
44.4,,16398,38483,,28186,56893
44.5,,16403,38487,,28192,56895
44.5,,16408,38488,,28200,56897
44.5,,16411,38491,,28200,56897
44.5,,16413,38492,,28206,56898
44.5,,16418,38502,,28207,56898
44.5,,16420,38509,,28213,56898
44.5,,16427,38513,,28216,56899
44.5,,16430,38520,,28217,56900
44.5,,16431,38533,,28220,56900
44.6,,16442,38542,,28225,56901
44.6,,16446,38548,,28225,56901
44.6,,16456,38551,,28225,56902
44.6,,16469,38554,,28226,56902
44.6,,16470,38554,,28229,56903
44.6,,16475,38556,,28239,56903
44.6,,16480,38558,,28241,56905
44.6,,16493,38560,,28243,56905
44.7,,16493,38562,,28245,56905
44.7,,16500,38572,,28248,56906
44.7,,16501,38574,,28248,56907
44.7,,16507,38577,,28251,56907
44.7,,16508,38577,,28253,56910
44.7,,16508,38579,,28256,56911
44.7,,16511,38588,,28259,56913
44.8,,16512,38589,,28263,56914
44.8,,16513,38592,,28266,56916
44.8,,16515,38594,,28266,56918
44.8,,16530,38595,,28268,56923
44.8,,16540,38597,,28270,56923
44.8,,16545,38602,,28278,56924
44.8,,16546,38605,,28279,56926
44.8,,16546,38606,,28279,56926
44.9,,16549,38607,,28282,56927
44.9,,16556,38615,,28285,56929
44.9,,16556,38616,,28291,56930
44.9,,16566,38620,,28293,56930
44.9,,16567,38621,,28296,56931
44.9,,16573,38629,,28298,56932
44.9,,16574,38634,,28302,56932
44.9,,16587,38634,,28306,56933
45.0,,16593,38637,,28315,56935
45.0,,16594,38638,,28316,56936
45.0,,16594,38640,,28317,56936
45.0,,16607,38644,,28320,56937
45.0,,16607,38656,,28322,56938
45.0,,16612,38659,,28324,56938
45.0,,16614,38662,,28327,56938
45.0,,16615,38671,,28332,56939
45.0,,16616,38671,,28338,56939
45.1,,16617,38684,,28338,56941
45.1,,16624,38687,,28339,56944
45.1,,16639,38691,,28339,56944
45.1,,16645,38695,,28341,56945
45.1,,16647,38696,,28347,56945
45.1,,16657,38696,,28349,56947
45.1,,16666,38697,,28349,56947
45.1,,16681,38700,,28351,56950
45.2,,16684,38700,,28352,56950
45.2,,16686,38702,,28353,56951
45.2,,16688,38703,,28354,56952
45.2,,16692,38707,,28359,56955
45.2,,16694,38707,,28362,56956
45.2,,16698,38708,,28363,56959
45.2,,16702,38710,,28366,56960
45.2,,16709,38718,,28366,56960
45.3,,16717,38746,,28367,56961
45.3,,16721,38750,,28375,56964
45.3,,16721,38761,,28378,56964
45.3,,16724,38768,,28380,56964
45.3,,16729,38775,,28387,56964
45.3,,16734,38780,,28391,56966
45.3,,16736,38785,,28392,56966
45.4,,16736,38795,,28399,56967
45.4,,16746,38795,,28405,56967
45.4,,16748,38795,,28413,56968
45.4,,16761,38798,,28414,56968
45.4,,16763,38802,,28415,56968
45.4,,16771,38810,,28417,56970
45.4,,16778,38811,,28424,56970
45.4,,16800,38821,,28429,56973
45.5,,16812,38824,,28440,56974
45.5,,16814,38828,,28447,56974
45.5,,16822,38829,,28449,56975
45.5,,16832,38830,,28452,56975
45.5,,16840,38835,,28454,56976
45.5,,16840,38837,,28455,56976
45.5,,16854,38840,,28456,56979
45.5,,16866,38841,,28458,56982
45.5,,16866,38841,,28463,56982
45.6,,16868,38847,,28464,56983
45.6,,16875,38849,,28475,56983
45.6,,16888,38850,,28476,56984
45.6,,16890,38854,,28477,56988
45.6,,16893,38858,,28481,56988
45.6,,16901,38861,,28483,56989
45.6,,16908,38867,,28484,56989
45.6,,16913,38873,,28505,56992
45.7,,16925,38879,,28506,56993
45.7,,16933,38885,,28517,56993
45.7,,16940,38886,,28524,56995
45.7,,16942,38897,,28528,56996
45.7,,16943,38910,,28539,56997
45.7,,16945,38915,,28552,56998
45.7,,16948,38918,,28555,56998
45.8,,16954,38925,,28559,57000
45.8,,16958,38925,,28561,57000
45.8,,16958,38932,,28569,57004
45.8,,16968,38938,,28570,57005
45.8,,16980,38952,,28581,57005
45.8,,16982,38953,,28584,57006
45.8,,16983,38954,,28585,57006
45.8,,16992,38955,,28585,57007
45.9,,16993,38957,,28588,57007
45.9,,16997,38958,,28595,57007
45.9,,16999,38964,,28601,57008
45.9,,17003,38964,,28613,57008
45.9,,17011,38966,,28613,57009
45.9,,17011,38967,,28624,57010
45.9,,17017,38968,,28639,57011
45.9,,17026,38972,,28645,57011
46.0,,17027,38974,,28648,57012
46.0,,17030,38976,,28650,57013
46.0,,17053,38977,,28660,57014
46.0,,17062,38981,,28663,57014
46.0,,17101,38983,,28665,57015
46.0,,17113,38988,,28665,57016
46.0,,17122,38990,,28670,57016
46.0,,17128,38991,,28676,57017
46.0,,17135,38996,,28676,57019
46.1,,17155,39002,,28678,57020
46.1,,17160,39004,,28698,57021
46.1,,17160,39012,,28703,57021
46.1,,17162,39018,,28708,57023
46.1,,17165,39028,,28713,57023
46.1,,17183,39029,,28715,57024
46.1,,17185,39031,,28716,57024
46.1,,17232,39031,,28717,57026
46.2,,17234,39035,,28719,57027
46.2,,17243,39039,,28720,57028
46.2,,17257,39041,,28721,57028
46.2,,17259,39043,,28726,57030
46.2,,17265,39043,,28735,57030
46.2,,17266,39045,,28736,57030
46.2,,17267,39049,,28737,57030
46.2,,17270,39049,,28737,57032
46.3,,17273,39052,,28742,57032
46.3,,17287,39056,,28742,57032
46.3,,17295,39060,,28743,57034
46.3,,17301,39078,,28749,57035
46.3,,17301,39087,,28757,57035
46.3,,17303,39089,,28768,57036
46.3,,17317,39095,,28771,57037
46.4,,17318,39096,,28772,57037
46.4,,17332,39105,,28773,57037
46.4,,17337,39106,,28778,57039
46.4,,17342,39110,,28778,57041
46.4,,17350,39112,,28780,57041
46.4,,17353,39116,,28787,57042
46.4,,17355,39120,,28789,57043
46.4,,17362,39125,,28789,57043
46.5,,17365,39126,,28805,57047
46.5,,17369,39132,,28810,57049
46.5,,17372,39141,,28821,57050
46.5,,17380,39147,,28824,57050
46.5,,17380,39149,,28828,57050
46.5,,17382,39153,,28835,57050
46.5,,17400,39171,,28845,57051
46.5,,17405,39180,,28853,57054
46.5,,17409,39182,,28856,57055
46.6,,17428,39186,,28863,57056
46.6,,17428,39197,,28868,57056
46.6,,17430,39206,,28868,57056
46.6,,17431,39206,,28871,57057
46.6,,17437,39207,,28874,57058
46.6,,17451,39207,,28875,57059
46.6,,17452,39223,,28878,57059
46.6,,17460,39224,,28881,57059
46.7,,17481,39226,,28883,57060
46.7,,17488,39226,,28883,57061
46.7,,17490,39234,,28890,57061
46.7,,17495,39237,,28896,57061
46.7,,17500,39244,,28908,57064
46.7,,17513,39251,,28909,57064
46.7,,17530,39252,,28916,57065
46.8,,17535,39252,,28928,57067
46.8,,17535,39258,,28932,57067
46.8,,17536,39264,,28933,57067
46.8,,17549,39268,,28934,57071
46.8,,17550,39270,,28936,57074
46.8,,17560,39272,,28942,57074
46.8,,17567,39277,,28959,57074
46.8,,17568,39287,,28960,57075
46.9,,17578,39288,,28961,57076
46.9,,17585,39291,,28968,57077
46.9,,17602,39292,,28970,57078
46.9,,17620,39292,,28973,57080
46.9,,17622,39303,,28985,57082
46.9,,17623,39309,,28986,57082
46.9,,17624,39309,,28989,57086
46.9,,17632,39312,,28992,57087
47.0,,17633,39317,,28996,57087
47.0,,17647,39322,,29005,57087
47.0,,17675,39324,,29017,57088
47.0,,17677,39327,,29024,57089
47.0,,17685,39336,,29027,57090
47.0,,17705,39337,,29036,57093
47.0,,17746,39342,,29056,57093
47.0,,17748,39343,,29062,57094
47.0,,17762,39344,,29064,57094
47.1,,17780,39346,,29065,57095
47.1,,17788,39352,,29066,57096
47.1,,17803,39363,,29075,57098
47.1,,17813,39365,,29079,57099
47.1,,17817,39365,,29080,57099
47.1,,17822,39368,,29095,57100
47.1,,17827,39378,,29100,57101
47.1,,17828,39380,,29104,57104
47.2,,17848,39382,,29108,57104
47.2,,17853,39383,,29109,57105
47.2,,17855,39385,,29116,57105
47.2,,17872,39385,,29123,57107
47.2,,17883,39394,,29145,57107
47.2,,17886,39403,,29147,57109
47.2,,17902,39408,,29150,57111
47.2,,17903,39410,,29166,57113
47.3,,17910,39410,,29166,57115
47.3,,17931,39416,,29168,57116
47.3,,17952,39422,,29169,57117
47.3,,17956,39423,,29171,57119
47.3,,17956,39437,,29172,57120
47.3,,17980,39442,,29178,57120
47.3,,17985,39443,,29183,57123
47.4,,17987,39450,,29206,57123
47.4,,18000,39452,,29214,57124
47.4,,18001,39457,,29223,57125
47.4,,18008,39458,,29233,57126
47.4,,18011,39462,,29238,57126
47.4,,18014,39465,,29252,57129
47.4,,18015,39467,,29255,57130
47.4,,18018,39470,,29261,57133
47.5,,18030,39478,,29264,57135
47.5,,18034,39480,,29283,57135
47.5,,18041,39480,,29318,57135
47.5,,18057,39481,,29330,57136
47.5,,18058,39487,,29337,57137
47.5,,18063,39493,,29338,57138
47.5,,18075,39494,,29343,57138
47.5,,18082,39496,,29350,57139
47.5,,18083,39497,,29351,57140
47.6,,18083,39520,,29364,57140
47.6,,18123,39520,,29386,57140
47.6,,18134,39525,,29391,57140
47.6,,18158,39550,,29392,57143
47.6,,18188,39552,,29394,57143
47.6,,18194,39553,,29396,57144
47.6,,18196,39556,,29410,57145
47.6,,18203,39559,,29423,57146
47.7,,18213,39560,,29429,57146
47.7,,18254,39564,,29429,57147
47.7,,18276,39567,,29442,57148
47.7,,18280,39569,,29446,57150
47.7,,18280,39569,,29454,57151
47.7,,18305,39569,,29467,57154
47.7,,18318,39572,,29473,57155
47.8,,18341,39574,,29485,57155
47.8,,18353,39575,,29486,57155
47.8,,18354,39577,,29506,57156
47.8,,18374,39580,,29507,57159
47.8,,18387,39580,,29533,57160
47.8,,18399,39584,,29587,57160
47.8,,18463,39585,,29599,57161
47.8,,18499,39587,,29642,57163
47.9,,18521,39593,,29650,57163
47.9,,18529,39595,,29669,57163
47.9,,18535,39606,,29684,57166
47.9,,18540,39608,,29693,57166
47.9,,18548,39615,,29707,57166
47.9,,18561,39615,,29711,57167
47.9,,18564,39620,,29786,57167
47.9,,18573,39622,,29803,57168
48.0,,18576,39627,,29848,57168
48.0,,18594,39635,,29860,57168
48.0,,18629,39641,,29872,57169
48.0,,18632,39641,,29872,57170
48.0,,18648,39643,,29898,57171
48.0,,18671,39647,,29941,57171
48.0,,18730,39655,,29961,57172
48.0,,18736,39657,,29984,57172
48.0,,18750,39666,,29994,57174
48.1,,18771,39667,,30008,57174
48.1,,18790,39671,,30026,57177
48.1,,18806,39673,,30043,57177
48.1,,18818,39683,,30055,57180
48.1,,18819,39686,,30083,57180
48.1,,18853,39688,,30137,57181
48.1,,18859,39688,,30195,57182
48.1,,18910,39689,,30196,57183
48.2,,18915,39689,,30257,57183
48.2,,18917,39689,,30267,57184
48.2,,18960,39690,,30298,57184
48.2,,18964,39695,,30307,57185
48.2,,18981,39715,,30329,57186
48.2,,18982,39720,,30335,57187
48.2,,18996,39721,,30356,57187
48.2,,19019,39722,,30396,57190
48.3,,19030,39733,,30464,57191
48.3,,19074,39742,,30484,57191
48.3,,19096,39758,,30521,57193
48.3,,19109,39759,,30526,57194
48.3,,19114,39760,,30550,57195
48.3,,19115,39778,,30558,57195
48.3,,19146,39780,,30615,57195
48.4,,19174,39782,,30642,57196
48.4,,19194,39783,,30679,57197
48.4,,19203,39783,,30690,57198
48.4,,19204,39787,,30723,57198
48.4,,19225,39792,,30778,57198
48.4,,19233,39804,,30789,57199
48.4,,19249,39807,,30797,57202
48.4,,19277,39812,,30809,57202
48.5,,19286,39814,,30812,57203
48.5,,19290,39815,,30823,57203
48.5,,19316,39822,,30834,57204
48.5,,19326,39825,,30848,57206
48.5,,19340,39825,,30880,57206
48.5,,19343,39827,,30958,57207
48.5,,19344,39829,,30962,57207
48.5,,19443,39832,,30973,57208
48.5,,19484,39845,,30978,57208
48.6,,19522,39847,,30996,57211
48.6,,19532,39847,,31027,57211
48.6,,19535,39859,,31034,57211
48.6,,19556,39861,,31036,57213
48.6,,19579,39867,,31100,57213
48.6,,19613,39871,,31110,57214
48.6,,19616,39875,,31147,57214
48.6,,19649,39882,,31179,57215
48.7,,19669,39884,,31199,57217
48.7,,19677,39887,,31201,57217
48.7,,19690,39891,,31203,57217
48.7,,19694,39892,,31239,57217
48.7,,19703,39893,,31332,57217
48.7,,19736,39896,,31344,57218
48.7,,19763,39899,,31371,57220
48.8,,19775,39899,,31371,57220
48.8,,19784,39900,,31383,57220
48.8,,19788,39909,,31414,57222
48.8,,19869,39911,,31419,57222
48.8,,19896,39927,,31462,57224
48.8,,19904,39930,,31463,57224
48.8,,19911,39937,,31523,57224
48.8,,19924,39938,,31623,57225
48.9,,19987,39938,,31654,57225
48.9,,20015,39944,,31683,57225
48.9,,20016,39950,,31762,57229
48.9,,20018,39952,,31900,57230
48.9,,20132,39953,,31958,57231
48.9,,20163,39961,,31969,57231
48.9,,20181,39964,,32021,57237
48.9,,20187,39966,,32055,57239
49.0,,20197,39968,,32100,57239
49.0,,20315,39973,,32147,57239
49.0,,20337,39978,,32152,57242
49.0,,20348,39982,,32161,57242
49.0,,20364,39984,,32177,57243
49.0,,20368,39987,,32202,57244
49.0,,20478,39991,,32202,57244
49.0,,20478,40005,,32218,57246
49.0,,20532,40008,,32235,57246
49.1,,20614,40009,,32297,57247
49.1,,20651,40022,,32342,57248
49.1,,20726,40023,,32360,57249
49.1,,20733,40029,,32492,57249
49.1,,20782,40036,,32543,57250
49.1,,20790,40040,,32649,57250
49.1,,20829,40040,,32673,57251
49.1,,20933,40040,,32674,57252
49.2,,20951,40045,,32742,57252
49.2,,20992,40055,,32814,57253
49.2,,20999,40065,,32829,57254
49.2,,21043,40067,,32872,57254
49.2,,21045,40080,,32965,57257
49.2,,21061,40084,,32993,57258
49.2,,21102,40090,,32997,57259
49.2,,21109,40091,,33016,57261
49.3,,21154,40099,,33031,57263
49.3,,21188,40100,,33151,57263
49.3,,21197,40102,,33154,57264
49.3,,21231,40103,,33157,57269
49.3,,21284,40107,,33233,57269
49.3,,21289,40109,,33250,57269
49.3,,21399,40112,,33294,57270
49.4,,21451,40116,,33295,57271
49.4,,21451,40121,,33297,57271
49.4,,21497,40123,,33303,57272
49.4,,21515,40124,,33345,57273
49.4,,21644,40131,,33367,57274
49.4,,21705,40132,,33400,57274
49.4,,21726,40135,,33486,57275
49.4,,21935,40147,,33494,57278
49.5,,21979,40171,,33528,57278
49.5,,22129,40175,,33599,57279
49.5,,22180,40180,,33607,57280
49.5,,22195,40180,,33626,57280
49.5,,22453,40180,,33628,57280
49.5,,22941,40187,,33673,57280
49.5,,22947,40190,,33696,57280
49.5,,22981,40195,,33791,57281
49.5,,22985,40196,,33791,57283
49.6,,23016,40196,,33822,57283
49.6,,23109,40200,,33878,57285
49.6,,23230,40204,,33880,57286
49.6,,23368,40204,,33964,57288
49.6,,23506,40206,,33971,57290
49.6,,23545,40227,,34149,57290
49.6,,23679,40233,,34169,57290
49.6,,23743,40234,,34334,57291
49.7,,24011,40237,,34362,57291
49.7,,24612,40242,,34374,57292
49.7,,24639,40243,,34396,57292
49.7,,24989,40244,,34399,57293
49.7,,25256,40254,,34434,57294
49.7,,25440,40260,,34465,57297
49.7,,26142,40268,,34479,57298
49.8,,26994,40274,,34509,57299
49.8,,28093,40275,,34585,57299
49.8,,28743,40277,,34875,57300
49.8,,28758,40282,,34910,57301
49.8,,29528,40286,,34928,57303
49.8,,33555,40286,,34999,57304
49.8,,34202,40286,,35380,57305
49.8,,37350,40290,,35623,57305
49.9,,241289,40292,,35694,57312
49.9,,242202,40294,,36187,57312
49.9,,245517,40294,,36257,57313
49.9,,350788,40298,,36674,57313
49.9,,351626,40313,,37569,57313
49.9,,481354,40315,,37569,57314
49.9,,484258,40317,,37901,57314
49.9,,528203,40321,,38772,57315
50.0,,528489,40330,,39069,57315
50.0,,825541,40333,,40100,57316
50.0,,882384,40335,,121164,57317
50.0,,935323,40335,,929373,57317
50.0,,,40335,,,57317
50.0,,,40338,,,57319
50.0,,,40346,,,57320
50.0,,,40350,,,57321
50.0,,,40367,,,57323
50.1,,,40369,,,57323
50.1,,,40370,,,57323
50.1,,,40371,,,57324
50.1,,,40373,,,57324
50.1,,,40374,,,57328
50.1,,,40374,,,57329
50.1,,,40380,,,57331
50.1,,,40392,,,57331
50.2,,,40393,,,57334
50.2,,,40394,,,57334
50.2,,,40396,,,57337
50.2,,,40401,,,57337
50.2,,,40411,,,57338
50.2,,,40412,,,57338
50.2,,,40414,,,57339
50.2,,,40416,,,57339
50.3,,,40420,,,57340
50.3,,,40421,,,57341
50.3,,,40437,,,57341
50.3,,,40438,,,57342
50.3,,,40440,,,57342
50.3,,,40447,,,57343
50.3,,,40460,,,57343
50.4,,,40463,,,57344
50.4,,,40471,,,57344
50.4,,,40473,,,57344
50.4,,,40475,,,57344
50.4,,,40475,,,57345
50.4,,,40478,,,57345
50.4,,,40490,,,57347
50.4,,,40491,,,57347
50.5,,,40492,,,57349
50.5,,,40498,,,57349
50.5,,,40501,,,57349
50.5,,,40515,,,57350
50.5,,,40520,,,57350
50.5,,,40528,,,57351
50.5,,,40532,,,57351
50.5,,,40535,,,57351
50.5,,,40536,,,57352
50.6,,,40536,,,57352
50.6,,,40548,,,57356
50.6,,,40571,,,57356
50.6,,,40573,,,57356
50.6,,,40576,,,57356
50.6,,,40582,,,57356
50.6,,,40585,,,57356
50.6,,,40585,,,57357
50.7,,,40586,,,57359
50.7,,,40587,,,57359
50.7,,,40588,,,57360
50.7,,,40588,,,57360
50.7,,,40592,,,57363
50.7,,,40593,,,57364
50.7,,,40595,,,57365
50.8,,,40610,,,57366
50.8,,,40614,,,57367
50.8,,,40621,,,57367
50.8,,,40626,,,57370
50.8,,,40627,,,57371
50.8,,,40628,,,57373
50.8,,,40637,,,57374
50.8,,,40641,,,57374
50.9,,,40641,,,57374
50.9,,,40647,,,57375
50.9,,,40653,,,57375
50.9,,,40661,,,57377
50.9,,,40664,,,57378
50.9,,,40665,,,57378
50.9,,,40667,,,57378
50.9,,,40673,,,57378
51.0,,,40677,,,57380
51.0,,,40684,,,57381
51.0,,,40697,,,57381
51.0,,,40698,,,57382
51.0,,,40700,,,57382
51.0,,,40700,,,57384
51.0,,,40702,,,57384
51.0,,,40712,,,57384
51.0,,,40713,,,57386
51.1,,,40715,,,57386
51.1,,,40723,,,57387
51.1,,,40737,,,57388
51.1,,,40739,,,57388
51.1,,,40741,,,57388
51.1,,,40741,,,57388
51.1,,,40743,,,57391
51.1,,,40744,,,57391
51.2,,,40745,,,57392
51.2,,,40762,,,57392
51.2,,,40772,,,57392
51.2,,,40778,,,57394
51.2,,,40786,,,57394
51.2,,,40790,,,57396
51.2,,,40803,,,57398
51.2,,,40803,,,57400
51.3,,,40806,,,57400
51.3,,,40808,,,57401
51.3,,,40810,,,57403
51.3,,,40814,,,57404
51.3,,,40816,,,57406
51.3,,,40823,,,57407
51.3,,,40823,,,57407
51.4,,,40824,,,57408
51.4,,,40825,,,57408
51.4,,,40825,,,57409
51.4,,,40826,,,57409
51.4,,,40827,,,57410
51.4,,,40829,,,57412
51.4,,,40832,,,57412
51.4,,,40845,,,57413
51.5,,,40859,,,57413
51.5,,,40860,,,57414
51.5,,,40863,,,57415
51.5,,,40865,,,57417
51.5,,,40872,,,57419
51.5,,,40875,,,57420
51.5,,,40878,,,57421
51.5,,,40884,,,57423
51.5,,,40890,,,57423
51.6,,,40895,,,57425
51.6,,,40897,,,57426
51.6,,,40900,,,57427
51.6,,,40901,,,57427
51.6,,,40902,,,57428
51.6,,,40904,,,57429
51.6,,,40914,,,57433
51.6,,,40914,,,57434
51.7,,,40917,,,57435
51.7,,,40921,,,57435
51.7,,,40923,,,57437
51.7,,,40925,,,57437
51.7,,,40932,,,57438
51.7,,,40935,,,57438
51.7,,,40935,,,57439
51.8,,,40936,,,57440
51.8,,,40936,,,57440
51.8,,,40939,,,57440
51.8,,,40941,,,57441
51.8,,,40943,,,57443
51.8,,,40951,,,57444
51.8,,,40954,,,57445
51.8,,,40964,,,57445
51.9,,,40965,,,57446
51.9,,,40972,,,57446
51.9,,,40974,,,57446
51.9,,,40976,,,57447
51.9,,,40982,,,57449
51.9,,,40985,,,57449
51.9,,,40988,,,57450
51.9,,,40992,,,57452
52.0,,,40995,,,57453
52.0,,,40996,,,57453
52.0,,,41001,,,57454
52.0,,,41004,,,57454
52.0,,,41017,,,57455
52.0,,,41029,,,57456
52.0,,,41030,,,57457
52.0,,,41030,,,57458
52.0,,,41055,,,57458
52.1,,,41059,,,57460
52.1,,,41060,,,57462
52.1,,,41065,,,57463
52.1,,,41070,,,57463
52.1,,,41074,,,57463
52.1,,,41080,,,57463
52.1,,,41081,,,57464
52.1,,,41091,,,57464
52.2,,,41101,,,57465
52.2,,,41108,,,57465
52.2,,,41111,,,57465
52.2,,,41113,,,57465
52.2,,,41115,,,57465
52.2,,,41120,,,57466
52.2,,,41123,,,57466
52.2,,,41126,,,57467
52.3,,,41128,,,57468
52.3,,,41130,,,57468
52.3,,,41132,,,57468
52.3,,,41132,,,57474
52.3,,,41138,,,57475
52.3,,,41143,,,57475
52.3,,,41146,,,57475
52.4,,,41149,,,57475
52.4,,,41154,,,57477
52.4,,,41155,,,57478
52.4,,,41155,,,57480
52.4,,,41157,,,57480
52.4,,,41157,,,57482
52.4,,,41160,,,57483
52.4,,,41162,,,57484
52.5,,,41163,,,57485
52.5,,,41163,,,57486
52.5,,,41164,,,57490
52.5,,,41165,,,57490
52.5,,,41165,,,57490
52.5,,,41180,,,57491
